,CountryCode,categoryId,channelId,channelTitle,publishedAt,videoId
0,US,24,UCqFzWxSCi39LnW1JKFR3efg,Saturday Night Live,08,A8HLnDP6uRM
1,US,23,UC67f2Qf7FYhtoUIF4Sf29cA,Bad Lip Reading,00,S-4rhjO6xYg
2,US,24,UC8JE00xTMBOqKs7o0grFTfQ,Poppy,01,ZWAkzvL5Ho4
3,US,22,UCbAwSkqJ1W_Eg7wr3cp5BUA,Safiya Nygaard,05,Ep6-bNu16_I
4,US,24,UCZGYJFUizSax-yElQaFDp5Q,Star Wars,02,UVNIEszp2UQ
5,US,24,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,21,QK_iX5cPDhE
6,US,23,UCPcFg7aBbaVzXoIKSNqwaww,jacksfilms,23,X3gKYTc6lbw
7,US,24,UC0v-tlzsn0QZwJnkiaUSJVQ,FBE,22,fuHcdFPBKy0
8,US,23,UCQG4cX86zZ51IU2cerZgPSA,Awkward Puppets,17,bo8OYPYRTIY
9,US,10,UCGIelM2Dj3zza3xyV3pL3WQ,MigosVEVO,02,9v_rtaye2yY
10,US,26,UCjwmbv6NE4mOh8Z8VhPUx1Q,Rosanna Pansino,15,6i2cebTn0nc
11,US,24,UCMtFAi84ehTSYSE9XoHefig,The Late Show with Stephen Colbert,08,00nmxR1mxIA
12,US,24,UCGCVyTWogzQ4D170BLy2Arw,Simply Nailogical,16,ta6sV6WrElE
13,US,23,UCPDXXXJj9nax0fr0Wfc048g,CollegeHumor,17,UAJDrWVyOoA
14,US,24,UCq0OueAsdxH6b8nyAspwViw,Universal Pictures,01,vn9mMeWcgoM
15,US,26,UCJFp8uSYCjXOMnkUyb3CQ3Q,Tasty,23,1bSDtlARvPI
16,US,26,UCckETVOT59aYw80B36aP9vw,Matthias Wandel,12,iGXYZwZEZa0
17,US,24,UCSAUGyc_xA8uYzaIVG6MESQ,nigahiga,19,JBDWIGpKnwM
18,US,25,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,13,oiC_HG3u-nk
19,US,1,UC2-BeLxzUBSs0uSrmzWhJuQ,20th Century Fox,19,aj8mN_7Apcw
20,US,27,UCZYTClx2T1of7BRZ86-8fow,SciShow,22,Zzi4EQKBbOY
21,US,15,UCINb0wqPz-A0dV9nARjJlOQ,The Dodo,19,K7XsnDRtAcw
22,US,23,UC8-Th83bH_thdKZDJCrn88g,The Tonight Show Starring Jimmy Fallon,11,Ub53c95Soqk
23,US,24,UCKy1dAqELo0zrOtPkf0eTMw,IGN,20,QsLmJq8cHlA
24,US,24,UCCj956IF62FbT7Gouszaj9w,BBC,18,Zi9MkiQzl20
25,US,24,UCXUrDDdmQHni2UTSNyIh4ag,jennxpenn,19,vglAsbxMX_Q
26,US,10,UC20vb-R_px4CguHzzBPhoyQ,EminemVEVO,05,56KYMMGudcU
27,US,26,UCG9nVSLp4nQlW79sY5ihRrg,Desi Perkins,01,uwUchGQRXKM
28,US,22,UCay_OLhWtf9iklq8zg_or0g,Boldly,16,H4CkXh3FSo8
29,US,26,UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,16,__4c1JCHvaQ
30,US,23,UCVTyTA7-g9nopHeHbeuvpRA,Late Night with Seth Meyers,02,NyNQLRhsAsk
31,US,20,UCqDS7KWjAPKv-7ZSlro9OiQ,thegameawards,08,Bs5Ml7_2wT0
32,US,25,UCLXo7UDZvByw2ixzpQCufnA,Vox,13,EZSCtgfmEO0
33,US,24,UCJ0uqCI0Vqr2Rrt1HseGirg,The Late Late Show with James Corden,05,vW7H-DKivX8
34,US,22,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,01,aphpJi5jKrM
35,US,20,UCGIY_O-8vW4rfX98KlMkvRg,Nintendo,02,dyBFAX4SDEc
36,US,26,UCoMum0pwewO8_WtTlUQxGHw,CupcakeJemma,18,ySBjb4_JGtY
37,US,24,UCp0hYYBW6IMayGgR-WeoCvQ,TheEllenShow,14,bye513KciIk
38,US,10,UCFbRdRGijPR4oBjQ0fVCSmw,Björk,15,Sqbv7cCM5AI
39,US,22,UCrUbqTCagwsaP2Fmr0p1TsA,MoreZoella,16,oXE-ssvbhQA
40,US,22,UClWV1b0l3FhwQVR6AFZoNPA,Henry Prince Mak,16,a9B4AgwYG4E
41,US,24,UCucot-Zp428OwkyRm2I7v2Q,James Charles,21,Y26pMy4jf8U
42,US,24,UCR4wTAyVbbX-IiBiGCgIBTg,LIVEKellyandRyan,18,2jhwGiO5XJ8
